time,H(sa),H(da),H(sp),H(dp),H(flg),H(byt),Flows,Bytes
2016-06-20 00:00:00,4.786381457387671,4.849955474874914,5.581641463885889,5.077501005968674,1.7591421322765022,5.312245584261799,45668,654268794
2016-06-20 00:30:00,3.8644535943373426,3.917633081580985,5.770387043119772,5.466341954060733,1.4875254928121027,3.9204521168175877,119540,1068343656
2016-06-20 01:00:00,4.833560647619278,4.919651144444389,5.647409595183609,5.0817865063183305,1.7139103708358185,5.359955022447711,56340,717709088
2016-06-20 01:30:00,3.0276182501841205,3.058674000504173,5.850479292010877,5.640561998578578,1.2995115372829944,3.1714487359769348,222962,719840124
2016-06-20 02:00:00,4.701963868664776,4.778389440167418,5.660520294877033,5.049761641482057,1.636911599820212,4.494733563737921,52818,935838310
2016-06-20 02:30:00,5.086079715851498,5.25178817539301,5.743234747257963,4.757766752281613,1.740262728502471,5.3820467511027,41442,714421152
2016-06-20 03:00:00,5.369643435323907,5.495204810093748,5.704223238910261,4.8772538200139675,1.9945213391491894,5.5879239761171355,34528,875619086
2016-06-20 03:30:00,5.555465891459004,5.647310282497267,5.676721415813173,4.687382457587382,1.7805838460617165,5.727834629748291,34396,768841606
2016-06-20 04:00:00,5.511006678057552,5.672233324349219,5.689711710219775,4.621429130640508,1.803462910387305,5.659752582474006,33110,817263772
2016-06-20 04:30:00,5.521046592106833,5.578324559503919,5.598582646739798,4.613491177980846,1.876693922445026,5.582701017428081,30306,667415936
2016-06-20 05:00:00,5.54291196023849,5.655457967406608,5.662758605424523,4.628070969402453,1.9455066685382594,5.701882328715893,32178,610693926
2016-06-20 05:30:00,3.022199790506573,3.0311189246117913,5.78669866309316,5.594705884592182,1.4315001747767861,3.323030810936545,153048,873280394
2016-06-20 06:00:00,5.751979478778863,5.861325078346286,5.663782772761294,4.818401956299896,2.0985994321174912,5.900218422016725,36302,765921352
2016-06-20 06:30:00,5.601021662918811,5.612396482962594,5.492450086560625,4.793426529175283,2.0743748716490615,5.961917830889768,32576,893445274
2016-06-20 07:00:00,5.628074240242676,5.675413521644866,5.550990818577176,4.941278764821282,1.9517456554494723,6.39603224763478,39550,867534692
2016-06-20 07:30:00,4.872578477988577,4.92016483527493,5.718745317823742,5.278847437177811,1.9209801724012736,5.329292032029192,61366,1530842818
2016-06-20 08:00:00,4.096059508138919,4.130500466205131,5.865849689847034,5.688749573858281,1.5100531276821758,4.6289120273583135,229632,4455718290
2016-06-20 08:30:00,5.478395556661194,5.555173968715892,5.792203258689802,5.383109852942692,1.8945547672392147,6.904024474380419,97020,5029670016
2016-06-20 09:00:00,5.3929075179602055,5.447179194216129,5.741816041752882,5.622800075096982,1.7136620311186994,6.885059200266326,110588,3783540264
2016-06-20 09:30:00,5.684039565169151,5.725667337771246,5.836061880116607,5.466250221508728,1.7367562295642558,7.056964678656942,104976,5168311522
2016-06-20 10:00:00,5.65573739685468,5.690160549857065,5.768654651271248,5.523721817001636,1.532381935302017,7.50311189276516,116646,6681192096
2016-06-20 10:30:00,5.516174365587596,5.567632943441305,5.809712883327243,5.547088104830395,1.4807951937132269,7.586836072466403,132660,6046109742
2016-06-20 11:00:00,5.267353297439387,5.307251169801294,5.831609831389643,5.588756742380985,1.4220044134699548,7.112783698077775,154478,5492549322
2016-06-20 11:30:00,5.55889001796168,5.604273992505951,5.778599272974025,5.514317675525503,1.486681512674231,7.408650871929345,120018,6003773832
2016-06-20 12:00:00,5.592667360616924,5.633802649621454,5.785716240318063,5.488485891797594,1.5233729385353036,7.556481296614209,113736,7323501304
2016-06-20 12:30:00,5.570164235106271,5.591535461720929,5.79747734623069,5.482081866681969,1.4710331299918487,7.363285516128342,111931,7139691263
2016-06-20 13:00:00,5.524588911654232,5.589292157889403,5.818124160885779,5.490867668865705,1.4904506749744395,7.425615197766335,124363,5947039037
