datetime,flows,H(sa),H(da),H(sp),H(dp)
2016-06-20 00:00:00,38,3.2225207356189296,3.0538832708338006,2.568618975080777,1.9550869178265993
2016-06-20 00:30:00,134,3.0783156225251633,3.2007262687868834,2.74625160358453,2.9779246788022875
2016-06-20 01:00:00,40,2.95648866277165,3.125189206157293,2.3882121630606634,1.9888061047668624
2016-06-20 01:30:00,207,2.649389231198074,2.6744587689948385,3.135052777983609,2.972014267823147
2016-06-20 02:00:00,60,3.4055220088812357,3.509453218265655,2.6112179725201523,2.4437133383766403
2016-06-20 02:30:00,36,3.4149515610048846,3.376443384307111,2.3512572841273185,2.1383330595080277
2016-06-20 03:00:00,32,3.335770806444736,3.335770806444736,2.5981377039902895,1.9172696149848656
2016-06-20 03:30:00,39,3.352360333911998,3.3657769529828845,2.4285712141051405,2.2290913742280463
2016-06-20 04:00:00,37,3.498515667148017,3.409438995093846,1.88294571826066,2.5130597230081944
2016-06-20 04:30:00,41,3.4851754214787363,3.4303134561500723,2.5388250703883157,1.853247873329901
2016-06-20 05:00:00,21,2.9785084205272367,2.9785084205272367,2.2523542313691993,1.6245757807017087
2016-06-20 05:30:00,178,2.6476629887397047,2.5120932695439797,2.8756699823536955,3.060292781743337
2016-06-20 06:00:00,36,3.313961701571688,3.429486231665011,2.455164687996856,1.919223230926115
2016-06-20 06:30:00,37,3.3345041647630422,3.2454274927088713,2.898030128839304,1.3214446697102102
2016-06-20 07:00:00,38,3.441409318953649,3.3457347152800936,2.3700959794907104,2.0608849631190225
2016-06-20 07:30:00,71,3.6377148273618727,3.546257810091033,3.1703370286528783,2.2038807071108852
2016-06-20 08:00:00,240,3.5822824858645244,3.5571703784045883,2.8837266335819427,3.4209533234424954
2016-06-20 08:30:00,98,4.024837721830113,3.9586924684560127,2.386955861175971,2.9831090708348427
2016-06-20 09:00:00,127,4.168698139276805,4.152076898013882,2.6259634211106007,3.018673569705132
2016-06-20 09:30:00,112,4.320936687717622,4.276716082077683,2.930255286486777,2.842188115997251
2016-06-20 10:00:00,141,4.262049714652372,4.143908972096272,3.0512080343771832,2.7789293362225815
2016-06-20 10:30:00,128,4.265001599025502,4.210221972103273,3.0909388992229894,2.640306046260909
2016-06-20 11:00:00,160,4.3087186556570485,4.135314041992126,3.216457146837233,2.66036316308504
2016-06-20 11:30:00,124,4.335475109100305,4.076497467906587,3.0428353947357953,2.6055153606919665
2016-06-20 12:00:00,122,4.130501647865839,4.225932853353222,3.155280653619431,2.5529471971166933
2016-06-20 12:30:00,124,4.059981456269745,4.078898102352599,2.632094690256517,3.0162560651712447
2016-06-20 13:00:00,104,3.8077952868492004,3.918133364682277,3.0300578390113397,2.3665833128643325
2016-06-20 13:30:00,190,3.906377492083485,3.9531308274138484,3.144452298970168,2.82325029006149
2016-06-20 14:00:00,110,4.001700715418259,4.071464171329205,2.9986263395678834,2.559519505686123
2016-06-20 14:30:00,94,4.091390749102891,4.155212069519935,3.2678026776216065,2.037915052358384
2016-06-20 15:00:00,142,3.70607017468673,3.744366503101662,2.67546361735321,3.0716382428397195
2016-06-20 15:30:00,133,4.190745615440752,4.376985077320333,3.0432763933847156,2.683284141918514
2016-06-20 16:00:00,140,4.141439110840834,4.204382041367596,2.8897882587259165,3.0197518702890402
2016-06-20 16:30:00,194,3.8970243505457347,3.8561296155669766,2.865140776584117,3.095014072139346
2016-06-20 17:00:00,545,3.2129511608779406,3.2503888149836895,3.6514268970351624,3.3692968551530873
2016-06-20 17:30:00,1198,2.7027778363689228,2.725881416472853,4.059942100410572,3.724451538714024
2016-06-20 18:00:00,1760,2.9224114601755016,2.9709289613892214,4.120666078423501,4.0377847113846395
2016-06-20 18:30:00,1538,2.901888585280191,2.8701539383697288,3.9156879153616035,4.122584279687848
2016-06-20 19:00:00,1770,2.852781793188892,2.866688598803137,4.044169903919825,4.118453839742814
2016-06-20 19:30:00,1989,2.6009170834322006,2.628652332025654,4.245217149091339,4.023669405803008
2016-06-20 20:00:00,1812,2.6512263737645085,2.675037865221899,4.07652551629439,4.094808916397999
2016-06-20 20:30:00,1581,2.6787018795050908,2.680306979682918,3.9953573645934886,4.04826801259893
2016-06-20 21:00:00,347,2.925009904548372,2.940768247570763,3.491670305126979,3.080061166802267
2016-06-20 21:30:00,431,3.1443640118147718,3.262201949695984,3.5017018614098934,3.2800740457029
2016-06-20 22:00:00,632,3.0494425510942005,3.0513166701357752,3.5109281859062,3.662631724476748
2016-06-20 22:30:00,166,3.2512807727302024,3.4138219062829265,3.097090092677425,2.738459838512675
2016-06-20 23:00:00,174,3.030009793107208,2.9738225045778393,2.7602573483545765,3.1443304097092954
